hhnum,strrec,regcode,psurec,provcode,prelacteal2,predom_0to5,mmf_6to23,member_code,mdd,mad_6to23_new,introcomple_6to8,agemos,firstbf2,finalwgt,exbf_0to5,ever_bf2,duration_bf,dds_6to23,current_fd_recall2,cont_20to23,cont_12to15,bottle_status,age_appro_all
25157,439,11,3,25,1,9999,1,4,0,0,1,8.76,2,742.482,9999,1,8,1,3,9999,9999,0,1
25171,436,11,4,25,9999,9999,1,6,0,0,9999,21.96,9999,692.6039,9999,0,9999,3,9,0,9999,1,0
25173,436,11,4,25,0,9999,1,6,0,0,9999,22.32,1,692.6039,9999,1,9,3,11,0,9999,0,0
25173,436,11,4,25,1,0,9999,7,9999,9999,9999,5.64,1,692.8779,1,1,5,9999,1,9999,9999,0,1
25175,436,11,4,25,0,9999,1,6,0,0,9999,23.76,1,692.8779,9999,1,9,3,10,0,9999,1,0
25178,436,11,4,25,0,0,9999,7,9999,9999,9999,5.64,1,692.8779,1,1,5,9999,1,9999,9999,0,1
25191,439,11,2,25,0,9999,1,5,0,0,9999,11.76,1,742.482,9999,1,11,2,5,9999,9999,0,1
25213,438,11,4,25,0,9999,1,4,0,0,9999,15.96,2,692.7252,9999,1,15,3,3,9999,1,0,1
25222,446,11,3,82,9999,9999,1,5,1,0,9999,17.4,9999,637.747,9999,9999,9999,4,10,9999,9999,1,0
25226,446,11,3,82,0,0,9999,12,9999,9999,9999,5.16,1,637.747,0,1,5,9999,3,9999,9999,0,0
25250,440,11,1,82,0,9999,1,8,0,0,0,6.72,1,707.3,9999,1,2,1,8,9999,9999,1,0
25256,440,11,2,82,1,9999,1,3,0,0,9999,16.32,1,707.5798,9999,1,2,3,11,9999,9999,1,0
25257,447,11,2,82,0,9999,1,7,0,0,9999,17.16,1,689.0283,9999,1,17,2,6,9999,9999,0,1
25259,447,11,2,82,0,9999,1,6,0,0,9999,12.12,1,689.0283,9999,1,12,2,6,9999,1,0,1
25263,447,11,2,82,0,0,9999,7,9999,9999,9999,1.08,1,689.0283,1,1,1,9999,1,9999,9999,0,1
25268,445,11,1,82,0,0,9999,7,9999,9999,9999,4.08,1,651.6111,1,1,4,9999,1,9999,9999,0,1
25272,445,11,1,82,0,9999,1,8,0,0,9999,20.52,1,651.8689,9999,1,20,2,3,1,9999,0,1
25298,447,11,1,82,0,9999,1,8,1,1,9999,23.76,1,688.7559,9999,1,20,5,10,0,9999,0,0
25346,443,11,2,82,0,9999,1,6,1,1,9999,23.52,1,693.7906,9999,1,12,6,10,0,9999,1,0
25346,443,11,2,82,0,0,9999,7,9999,9999,9999,1.32,1,693.7906,1,1,1,9999,1,9999,9999,0,1
25347,443,11,2,82,0,0,9999,4,9999,9999,9999,1.2,2,693.7906,1,1,1,9999,1,9999,9999,0,1
25380,444,11,1,82,0,9999,1,6,0,0,9999,17.88,1,723.6725,9999,1,14,3,10,9999,9999,1,0
25391,445,11,4,82,0,0,9999,4,9999,9999,9999,4.44,1,651.6111,1,1,4,9999,1,9999,9999,0,1
25392,445,11,4,82,0,0,9999,9,9999,9999,9999,0.6,2,651.6111,1,1,0,9999,1,9999,9999,0,1
25410,443,11,4,82,0,9999,1,4,1,1,9999,23.28,2,693.7906,9999,1,23,4,6,1,9999,0,1
25416,443,11,4,82,0,9999,1,8,0,0,9999,12.96,1,693.7906,9999,1,8,2,11,9999,0,1,0
25422,443,11,4,82,0,0,9999,9,9999,9999,9999,5.88,1,694.0651,0,1,5,9999,3,9999,9999,0,0
25432,445,11,3,82,0,9999,1,6,0,0,9999,21.12,1,651.8689,9999,1,17,2,9,0,9999,1,0
25442,441,11,1,82,0,9999,9999,4,9999,9999,9999,23.52,1,931.6528,9999,1,14,9999,9999,9999,9999,9999,9999
25450,441,11,1,82,0,9999,1,5,0,0,1,6.36,2,932.0214,9999,1,6,1,3,9999,9999,0,1
25457,446,11,2,82,0,9999,1,8,0,0,9999,10.68,1,637.747,9999,1,4,2,10,9999,9999,1,0
25467,446,11,2,82,0,0,9999,10,9999,9999,9999,1.8,1,637.9993,1,1,1,9999,1,9999,9999,0,1
25467,446,11,2,82,0,0,9999,13,9999,9999,9999,4.2,1,637.9993,0,1,4,9999,3,9999,9999,0,0
25469,446,11,2,82,0,9999,1,5,0,0,9999,11.04,1,637.747,9999,1,11,1,3,9999,9999,0,1
25473,444,11,3,82,0,9999,1,7,0,0,9999,9.72,1,723.3863,9999,1,9,1,3,9999,9999,0,1
25479,444,11,3,82,0,9999,9999,4,9999,9999,9999,7.92,1,723.6725,9999,1,7,9999,9999,9999,9999,0,9999
25480,444,11,3,82,0,9999,1,5,0,0,9999,12.24,1,723.3863,9999,1,12,3,3,9999,1,0,1
25482,443,11,3,82,9999,9999,1,5,0,0,9999,21.12,9999,694.0651,9999,0,9999,3,9,0,9999,1,0
25489,443,11,3,82,1,9999,1,6,0,0,1,6.96,1,693.7906,9999,1,0,3,9,9999,9999,1,0
25497,443,11,1,82,0,9999,1,8,0,0,9999,13.56,1,694.0651,9999,1,13,3,6,9999,1,0,1
25509,443,11,1,82,9999,9999,1,6,0,0,9999,14.76,9999,694.0651,9999,9999,9999,2,9,9999,0,1,0
25527,445,11,2,82,0,9999,1,4,0,0,9999,21.72,1,651.6111,9999,1,5,3,9,0,9999,1,0
25535,447,11,4,82,9999,9999,1,6,0,0,9999,17.4,9999,688.7559,9999,0,9999,2,11,9999,9999,0,0
25544,447,11,4,82,9999,9999,1,5,0,0,9999,14.04,9999,689.0283,9999,0,9999,3,9,9999,0,1,0
25572,453,12,4,47,0,9999,1,7,0,0,9999,20.4,1,606.7846,9999,1,12,3,11,0,9999,0,0
25578,453,12,4,47,9999,9999,1,11,0,0,1,8.76,9999,606.7846,9999,0,9999,2,9,9999,9999,1,0
25578,453,12,4,47,0,9999,1,8,0,0,9999,23.64,1,606.5447,9999,1,12,2,11,0,9999,0,0
25578,453,12,4,47,0,9999,1,9,0,0,9999,13.8,1,606.7846,9999,1,13,1,3,9999,1,0,1
25585,453,12,4,47,0,0,9999,7,9999,9999,9999,4.8,1,606.7846,0,1,2,9999,8,9999,9999,1,0
25595,456,12,1,47,0,9999,1,10,0,0,9999,9.6,1,604.1298,9999,1,9,2,3,9999,9999,0,1
25595,456,12,1,47,1,9999,1,9,0,0,9999,23.64,1,604.3688,9999,1,9,3,11,0,9999,1,0
25599,456,12,1,47,0,0,9999,6,9999,9999,9999,4.08,1,604.3688,1,1,4,9999,1,9999,9999,0,1
25604,450,12,1,47,1,9999,1,9,1,0,9999,13.32,1,641.2108,9999,1,12,4,10,9999,0,1,0
25606,450,12,1,47,0,9999,1,8,0,0,9999,15.72,1,640.9572,9999,1,15,3,6,9999,1,0,1
25620,457,12,3,47,0,9999,0,10,0,0,0,7.32,9999,661.3929,9999,1,7,0,1,9999,9999,0,0
25633,455,12,2,47,0,0,9999,8,9999,9999,9999,2.52,1,621.4821,1,1,2,9999,1,9999,9999,0,1
25634,455,12,2,47,1,9999,1,9,0,0,1,7.8,1,621.4821,9999,1,7,1,3,9999,9999,1,1
25638,455,12,2,47,1,9999,1,4,0,0,9999,20.76,1,621.4821,9999,1,20,2,6,1,9999,0,1
25648,455,12,2,47,0,9999,1,15,0,0,9999,14.28,1,621.2364,9999,1,14,2,6,9999,1,1,1
25651,454,12,2,47,0,9999,1,4,0,0,9999,12.48,2,604.5901,9999,1,0,2,9,9999,0,1,0
25661,454,12,2,47,0,9999,1,8,0,0,1,8.04,1,604.5901,9999,1,8,2,3,9999,9999,0,1
25674,449,12,1,47,9999,0,9999,3,9999,9999,9999,5.76,9999,573.5597,0,0,9999,9999,9,9999,9999,1,0
25676,449,12,2,47,9999,0,9999,8,9999,9999,9999,0,9999,642.0272,0,9999,9999,9999,4,9999,9999,9999,0
25681,453,12,1,47,0,9999,1,6,0,0,9999,15.96,1,1314.18,9999,1,15,2,7,9999,1,0,1
25685,453,12,1,47,1,9999,1,6,0,0,1,6.24,3,1314.7,9999,1,6,2,3,9999,9999,0,1
25689,453,12,1,47,0,9999,1,4,0,0,1,6.96,1,1314.7,9999,1,6,1,6,9999,9999,0,1
25698,453,12,1,47,9999,9999,1,9,0,0,9999,10.2,9999,1314.7,9999,0,9999,2,10,9999,9999,1,0
25699,453,12,1,47,0,9999,1,4,1,0,9999,17.52,1,1314.7,9999,1,0,4,10,9999,9999,1,0
25699,453,12,1,47,1,0,9999,5,9999,9999,9999,0.6,1,1314.18,0,1,0,9999,4,9999,9999,1,0
25709,457,12,1,47,0,9999,1,5,0,0,9999,20.04,1,661.6545,9999,1,0,3,10,0,9999,0,0
25712,457,12,1,47,0,0,9999,9,9999,9999,9999,1.56,1,661.3929,1,1,1,9999,1,9999,9999,0,1
25713,457,12,1,47,0,9999,1,3,0,0,1,7.2,1,661.3929,9999,1,7,2,3,9999,9999,0,1
25719,448,12,1,47,0,9999,1,5,1,0,9999,18.6,1,699.5027,9999,1,12,4,10,9999,9999,1,0
25739,451,12,1,47,1,9999,1,5,1,0,9999,19.08,2,595.8183,9999,1,18,4,10,9999,9999,1,0
25741,459,12,1,47,0,9999,1,6,0,0,1,7.32,1,833.6991,9999,1,4,1,9,9999,9999,0,0
25765,453,12,2,47,0,0,9999,3,9999,9999,9999,4.2,1,606.5447,1,1,4,9999,1,9999,9999,0,1
25781,455,12,1,47,0,0,9999,8,9999,9999,9999,3.36,1,621.2364,1,1,3,9999,1,9999,9999,0,1
25807,452,12,4,47,0,9999,1,5,1,0,9999,20.52,3,590.743,9999,1,18,4,10,0,9999,1,0
25823,451,12,2,47,9999,9999,1,3,0,0,1,8.04,9999,595.8183,9999,9999,9999,2,3,9999,9999,9999,1
25831,451,12,2,47,0,0,9999,6,9999,9999,9999,3.12,2,595.8183,1,1,3,9999,1,9999,9999,0,1
25845,453,12,3,47,0,0,9999,7,9999,9999,9999,4.56,1,606.7846,1,1,4,9999,1,9999,9999,0,1
25863,456,12,3,47,9999,9999,1,11,0,0,9999,11.4,9999,604.3688,9999,9999,9999,3,6,9999,9999,9999,1
25863,456,12,3,47,1,0,9999,9,9999,9999,9999,3.84,3,604.3688,0,1,3,9999,8,9999,9999,1,0
25891,458,12,3,47,0,9999,1,6,0,0,1,6.96,2,593.0878,9999,1,6,1,3,9999,9999,0,1
25895,458,12,3,47,0,9999,1,8,0,0,9999,20.88,1,593.0878,9999,1,20,1,6,1,9999,0,1
25899,452,12,3,47,1,0,9999,6,9999,9999,9999,2.28,3,590.743,0,1,2,9999,4,9999,9999,1,0
25909,452,12,3,47,0,9999,1,7,0,0,9999,16.32,1,590.743,9999,1,2,2,9,9999,9999,1,0
25913,452,12,3,47,0,9999,1,4,0,0,9999,19.32,1,590.743,9999,1,6,2,11,9999,9999,1,0
25914,452,12,3,47,0,9999,1,6,1,0,9999,22.92,1,590.743,9999,1,3,4,11,0,9999,1,0
25936,455,12,4,47,9999,9999,1,8,1,0,9999,16.56,9999,621.4821,9999,0,9999,4,9,9999,9999,1,0
25954,458,12,4,47,0,0,9999,5,9999,9999,9999,2.64,1,593.0878,1,1,2,9999,1,9999,9999,0,1
25955,458,12,4,47,1,9999,1,6,0,0,9999,9.12,1,593.3224,9999,1,9,1,6,9999,9999,0,1
25966,457,12,4,47,0,9999,1,5,0,0,9999,12.36,1,661.6545,9999,1,12,3,6,9999,1,1,1
25967,457,12,4,47,0,0,9999,12,9999,9999,9999,3.96,1,661.3929,1,1,3,9999,1,9999,9999,0,1
25973,457,12,4,47,0,0,9999,9,9999,9999,9999,2.88,1,661.3929,1,1,2,9999,1,9999,9999,0,1
25975,456,12,4,47,0,9999,1,8,0,0,1,7.92,1,604.3688,9999,1,7,1,3,9999,9999,0,1
25980,456,12,4,47,0,9999,1,6,0,0,9999,17.76,1,604.1298,9999,1,17,3,6,9999,9999,0,1
25985,456,12,4,47,0,0,9999,6,9999,9999,9999,4.56,1,604.1298,0,1,4,9999,4,9999,9999,1,0
25992,452,12,2,47,1,0,9999,5,9999,9999,9999,4.92,1,590.5094,0,1,1,9999,8,9999,9999,1,0
26029,451,12,4,47,0,9999,1,7,0,0,9999,13.44,1,595.8183,9999,1,13,3,7,9999,1,1,1
26045,454,12,4,47,1,0,9999,5,9999,9999,9999,0.96,2,604.8293,1,1,0,9999,1,9999,9999,1,1
26046,454,12,4,47,0,9999,1,4,1,0,9999,20.64,1,604.5901,9999,1,15,4,10,0,9999,1,0
26046,454,12,4,47,0,0,9999,5,9999,9999,9999,0.84,1,604.5901,1,1,0,9999,1,9999,9999,0,1
26057,454,12,4,47,0,9999,1,7,0,0,9999,17.04,2,604.5901,9999,1,17,3,6,9999,9999,0,1
26064,459,12,3,47,0,9999,1,9,0,0,9999,22.68,1,834.0289,9999,1,22,1,6,1,9999,0,1
26090,454,12,1,47,0,9999,1,7,1,0,9999,18.96,1,604.8293,9999,1,16,4,10,9999,9999,0,0
26107,454,12,3,47,0,9999,1,6,0,0,9999,9.96,1,604.8293,9999,1,2,2,9,9999,9999,1,0
26111,458,12,1,47,0,9999,1,5,0,0,1,6.48,1,593.0878,9999,1,6,1,3,9999,9999,0,1
26113,458,12,1,47,0,9999,1,5,0,0,9999,19.8,1,593.0878,9999,1,2,2,11,9999,9999,0,0
26114,458,12,1,47,0,9999,1,12,0,0,9999,14.16,1,593.0878,9999,1,14,2,3,9999,1,0,1
26115,458,12,1,47,0,9999,1,5,0,0,9999,13.92,1,593.0878,9999,1,9,2,11,9999,0,0,0
26121,458,12,1,47,0,9999,1,3,1,0,9999,16.92,2,593.0878,9999,1,8,4,10,9999,9999,1,0
26122,458,12,1,47,1,9999,1,7,0,0,9999,12.36,1,593.0878,9999,1,12,2,6,9999,1,0,1
26128,458,12,1,47,0,0,9999,8,9999,9999,9999,0.96,1,593.3224,1,1,0,9999,1,9999,9999,0,1
26150,452,12,1,47,0,9999,1,5,1,0,9999,22.8,1,590.743,9999,1,18,4,10,0,9999,1,0
26158,480,12,1,63,0,9999,1,9,0,0,9999,12.24,1,603.1093,9999,1,12,2,6,9999,1,0,1
26161,480,12,1,63,0,9999,1,6,0,0,1,8.28,1,603.3478,9999,1,8,3,3,9999,9999,0,1
26181,473,12,2,63,0,9999,1,7,0,0,9999,14.88,1,673.6227,9999,1,14,2,3,9999,1,0,1
26182,473,12,2,63,0,9999,9999,5,9999,9999,9999,10.92,3,673.8892,9999,1,4,9999,9999,9999,9999,1,9999
26194,474,12,2,63,0,9999,1,7,0,0,9999,10.08,1,742.5124,9999,1,3,3,9,9999,9999,1,0
26195,474,12,2,63,1,9999,1,9,1,0,9999,22.44,2,742.5124,9999,1,5,4,10,0,9999,1,0
26210,476,12,4,63,0,0,9999,4,9999,9999,9999,3.6,1,621.3604,1,1,3,9999,1,9999,9999,0,1
26216,476,12,4,63,0,9999,0,5,0,0,0,6.24,1,621.3604,9999,1,6,0,1,9999,9999,0,0
26220,476,12,4,63,0,9999,1,10,1,1,9999,15.72,1,621.1147,9999,1,15,4,7,9999,1,0,1
26233,475,12,1,63,1,9999,1,3,1,0,9999,15.24,1,681.9418,9999,1,5,4,10,9999,0,1,0
26237,475,12,1,63,0,9999,1,7,1,0,9999,20.52,1,682.2116,9999,1,14,4,11,0,9999,0,0
26238,475,12,1,63,0,9999,1,6,0,0,9999,21.72,1,681.9418,9999,1,13,3,11,0,9999,0,0
26240,475,12,1,63,0,9999,1,4,0,0,9999,13.44,2,682.2116,9999,1,2,2,9,9999,0,1,0
26246,462,12,1,63,9999,9999,1,3,0,0,9999,11.28,9999,701.7993,9999,0,9999,3,9,9999,9999,1,0
26247,462,12,1,63,0,9999,1,7,0,0,9999,23.4,1,701.5218,9999,1,6,3,11,0,9999,0,0
26254,462,12,1,63,0,9999,1,4,0,0,9999,13.44,3,701.5218,9999,1,1,3,9,9999,0,1,0
26263,462,12,2,63,9999,9999,1,6,0,0,1,8.16,9999,701.5218,9999,0,9999,2,9,9999,9999,1,0
26266,462,12,2,63,0,9999,1,5,0,0,9999,19.92,1,701.5218,9999,1,11,2,9,9999,9999,1,0
26273,472,12,4,63,0,9999,1,7,0,0,9999,21.6,9999,607.0215,9999,1,7,2,11,0,9999,0,0
26276,472,12,4,63,0,1,9999,5,9999,9999,9999,3.96,1,607.0215,0,1,3,9999,2,9999,9999,0,0
26312,468,12,1,63,0,9999,1,6,0,0,1,6.84,1,636.677,9999,1,6,1,3,9999,9999,1,1
26313,468,12,1,63,9999,9999,1,9,0,0,9999,21.6,1,636.677,9999,1,21,2,3,1,9999,1,1
26317,468,12,1,63,1,9999,1,4,1,1,9999,23.28,1,636.9288,9999,1,17,4,11,0,9999,0,0
26317,468,12,1,63,0,9999,1,5,0,0,9999,11.16,1,636.9288,9999,1,11,1,3,9999,9999,0,1
26320,468,12,1,63,1,9999,1,6,0,0,9999,17.88,3,636.9288,9999,1,17,3,9,9999,9999,1,0
26333,468,12,2,63,0,9999,1,7,0,0,9999,23.16,1,636.677,9999,1,23,2,3,1,9999,1,1
26342,472,12,3,63,9999,9999,1,4,0,0,9999,13.92,9999,607.2617,9999,9999,9999,2,9,9999,0,9999,0
26345,472,12,3,63,0,9999,1,7,1,0,9999,21.36,1,607.2617,9999,1,7,4,10,0,9999,1,0
26353,472,12,3,63,0,9999,1,5,0,0,9999,20.52,1,607.2617,9999,1,4,2,9,0,9999,1,0
26360,464,12,1,63,0,9999,1,3,0,0,9999,18.12,1,988.9164,9999,1,2,2,9,9999,9999,1,0
26368,464,12,2,63,0,9999,1,7,0,0,9999,18.6,1,988.9164,9999,1,2,3,9,9999,9999,1,0
26375,464,12,2,63,1,9999,0,10,0,0,9999,11.4,1,988.9164,9999,1,11,1,3,9999,9999,0,1
26392,475,12,2,63,0,9999,1,4,0,0,9999,12.24,1,497.7142,9999,1,10,3,9,9999,0,1,0
26396,475,12,2,63,0,0,9999,7,9999,9999,9999,5.16,1,497.5174,0,1,5,9999,5,9999,9999,1,0
26410,475,12,3,63,0,9999,1,7,0,0,9999,13.2,1,681.9418,9999,1,6,2,9,9999,0,1,0
26421,475,12,3,63,0,0,9999,7,9999,9999,9999,4.56,1,681.9418,1,1,4,9999,1,9999,9999,0,1
26426,469,12,1,63,9999,9999,1,9,0,0,9999,14.52,9999,728.8538,9999,9999,9999,2,9,9999,0,0,0
26443,469,12,2,63,0,9999,1,5,1,0,9999,23.52,1,728.8538,9999,1,0,4,10,0,9999,0,0
26453,475,12,4,63,0,9999,1,6,0,0,9999,11.52,1,444.5251,9999,1,11,2,3,9999,9999,0,1
26474,470,12,1,63,0,0,9999,7,9999,9999,9999,5.64,1,758.8954,1,1,5,9999,1,9999,9999,0,1
26496,463,12,1,63,0,9999,1,13,1,1,9999,16.56,1,642.2812,9999,1,12,4,11,9999,9999,0,0
26496,463,12,1,63,1,9999,1,7,0,0,9999,12.84,1,642.2812,9999,1,12,1,11,9999,0,1,0
26507,463,12,2,63,1,9999,1,3,0,0,9999,9.96,9999,642.2812,9999,1,2,2,9,9999,9999,0,0
26511,472,12,1,63,1,0,9999,8,9999,9999,9999,5.4,2,607.2617,1,1,5,9999,1,9999,9999,0,1
26512,472,12,1,63,1,0,9999,6,9999,9999,9999,5.88,1,607.0215,0,1,0,9999,8,9999,9999,1,0
26546,466,12,2,63,1,9999,1,3,0,0,9999,9.48,1,636.677,9999,1,9,1,3,9999,9999,0,1
26547,466,12,2,63,9999,9999,9999,4,9999,9999,9999,15.96,9999,636.677,9999,1,15,9999,9999,9999,9999,1,9999
26565,471,12,2,63,0,9999,1,4,0,0,9999,15.96,1,637.747,9999,1,15,1,3,9999,1,0,1
26578,471,12,1,63,0,0,9999,7,9999,9999,9999,5.16,1,637.747,0,1,5,9999,4,9999,9999,0,0
26594,465,12,1,63,0,0,9999,10,9999,9999,9999,4.32,1,640.9572,0,1,4,9999,4,9999,9999,1,0
26616,480,12,4,63,0,9999,1,5,0,0,9999,9.6,1,603.3478,9999,1,9,3,3,9999,9999,0,1
26618,480,12,4,63,0,0,9999,6,9999,9999,9999,4.68,1,603.1093,1,1,4,9999,1,9999,9999,0,1
26627,473,12,3,63,0,0,9999,14,9999,9999,9999,5.04,1,673.8892,0,1,1,9999,9,9999,9999,1,0
26664,474,12,4,63,0,9999,1,7,1,1,9999,13.56,1,1450.993,9999,1,2,5,10,9999,0,1,0
26668,474,12,4,63,1,9999,1,5,0,0,9999,9.24,3,1450.419,9999,1,9,3,9,9999,9999,1,0
26689,477,12,4,63,0,9999,1,4,0,0,9999,15.12,1,578.8945,9999,1,15,2,5,9999,1,0,1
26717,477,12,1,63,1,9999,1,5,0,0,9999,10.8,1,579.1235,9999,1,10,2,3,9999,9999,0,1
26740,478,12,2,63,0,0,9999,4,9999,9999,9999,5.28,1,639.7266,1,1,5,9999,1,9999,9999,0,1
26745,461,12,1,63,0,9999,1,4,0,0,1,8.64,1,636.9288,9999,1,8,2,3,9999,9999,0,1
26755,461,12,2,63,0,9999,1,3,0,0,9999,12.36,1,636.9288,9999,1,5,3,10,9999,0,1,0
26770,474,12,1,63,0,9999,1,4,0,0,9999,20.04,2,742.5124,9999,1,0,3,11,0,9999,1,0
26799,476,12,1,63,0,9999,1,8,0,0,9999,20.28,1,775.5306,9999,1,12,3,10,0,9999,1,0
26800,476,12,1,63,0,9999,1,4,0,0,1,6.72,1,775.8375,9999,1,6,1,3,9999,9999,1,1
26802,476,12,1,63,1,9999,1,8,0,0,9999,13.68,1,775.8375,9999,1,13,3,6,9999,1,1,1
26811,476,12,1,63,0,9999,1,7,0,0,9999,13.8,1,775.5306,9999,1,6,2,11,9999,0,1,0
26821,478,12,1,63,0,9999,1,7,0,0,1,8.04,1,639.9797,9999,1,8,2,3,9999,9999,0,1
26822,478,12,1,63,1,9999,1,11,0,0,1,6.84,2,639.9797,9999,1,6,2,5,9999,9999,1,1
26825,478,12,1,63,0,0,9999,7,9999,9999,9999,5.64,1,639.7266,1,1,5,9999,1,9999,9999,0,1
26831,478,12,1,63,1,9999,1,3,0,0,9999,14.16,2,639.9797,9999,1,14,2,5,9999,1,1,1
26864,473,12,1,63,0,0,9999,6,9999,9999,9999,3,1,673.6227,1,1,3,9999,1,9999,9999,0,1
26869,473,12,1,63,0,9999,1,5,0,0,9999,13.08,1,673.8892,9999,1,13,1,3,9999,1,0,1
26883,477,12,3,63,0,0,9999,5,9999,9999,9999,3.12,1,578.8945,1,1,3,9999,1,9999,9999,0,1
26891,477,12,3,63,0,0,9999,8,9999,9999,9999,2.16,1,578.8945,1,1,2,9999,1,9999,9999,0,1
26892,477,12,3,63,9999,9999,1,5,0,0,9999,11.52,9999,579.1235,9999,0,9999,3,9,9999,9999,1,0
26894,478,12,3,63,0,9999,1,10,0,0,9999,9.96,2,639.9797,9999,1,9,1,3,9999,9999,0,1
26895,478,12,3,63,9999,9999,1,3,0,0,0,6.24,9999,639.9797,9999,0,9999,1,8,9999,9999,1,0
26895,478,12,3,63,1,0,9999,8,9999,9999,9999,1.2,2,639.7266,0,1,1,9999,4,9999,9999,1,0
26901,478,12,3,63,0,0,9999,7,9999,9999,9999,2.88,1,639.7266,1,1,2,9999,1,9999,9999,0,1
26902,478,12,3,63,1,9999,1,7,0,0,9999,9.24,2,639.9797,9999,1,9,1,3,9999,9999,0,1
26904,478,12,3,63,1,0,9999,9,9999,9999,9999,4.56,3,639.9797,0,1,4,9999,4,9999,9999,1,0
26908,478,12,3,63,0,9999,1,9,0,0,9999,13.68,1,639.9797,9999,1,7,2,9,9999,0,1,0
26917,476,12,3,63,0,9999,1,8,1,0,9999,11.16,1,621.3604,9999,1,2,4,9,9999,9999,1,0
26919,476,12,3,63,0,9999,1,5,0,0,9999,19.44,1,621.3604,9999,1,12,3,11,9999,9999,1,0
26924,476,12,3,63,0,9999,1,5,0,0,9999,12.12,1,621.3604,9999,1,1,3,9,9999,0,1,0
26933,476,12,3,63,1,9999,1,3,1,1,9999,13.2,1,621.3604,9999,1,13,5,5,9999,1,0,1
26937,478,12,4,63,0,9999,1,6,0,0,9999,15.24,1,639.7266,9999,1,2,3,9,9999,0,1,0
26938,478,12,4,63,0,9999,1,8,0,0,9999,21.84,1,639.9797,9999,1,21,2,3,1,9999,0,1
26939,478,12,4,63,0,9999,1,8,0,0,9999,22.08,1,639.9797,9999,1,0,2,11,0,9999,0,0
26985,477,12,2,63,0,9999,1,3,0,0,9999,15.84,1,578.8945,9999,1,15,3,6,9999,1,1,1
26998,474,12,3,63,0,9999,1,4,0,0,9999,21.12,1,742.2188,9999,1,2,3,10,0,9999,1,0
27004,474,12,3,63,0,9999,1,6,0,0,1,6.24,1,742.2188,9999,1,6,1,3,9999,9999,0,1
27017,479,12,4,63,0,9999,1,11,0,0,9999,9.6,1,590.1981,9999,1,9,3,3,9999,9999,1,1
27035,479,12,4,63,0,0,9999,4,9999,9999,9999,2.64,1,589.9647,1,1,2,9999,1,9999,9999,0,1
27044,479,12,2,63,0,9999,1,10,0,0,9999,13.44,2,589.9647,9999,1,6,2,11,9999,0,0,0
27045,479,12,2,63,0,9999,1,5,0,0,9999,20.64,2,589.9647,9999,1,20,1,3,1,9999,1,1
27053,479,12,3,63,0,9999,1,8,0,0,9999,23.4,1,589.9647,9999,1,23,1,3,1,9999,0,1
27093,485,12,4,65,0,9999,1,6,1,1,9999,21.72,1,580.194,9999,1,21,4,6,1,9999,0,1
27100,482,12,3,65,1,9999,1,7,0,0,9999,9.96,1,651.5499,9999,1,9,2,3,9999,9999,1,1
27108,482,12,3,65,1,9999,1,7,0,0,9999,22.56,1,651.2922,9999,1,6,2,9,0,9999,1,0
27118,486,12,1,65,0,9999,1,6,0,0,9999,12.72,1,672.2316,9999,1,12,3,6,9999,1,0,1
27124,483,12,2,65,9999,9999,1,4,0,0,9999,14.16,9999,644.66,9999,0,9999,3,10,9999,0,1,0
27126,483,12,2,65,0,9999,1,6,1,1,9999,18.24,1,644.4051,9999,1,18,4,6,9999,9999,0,1
27127,483,12,2,65,0,0,9999,6,9999,9999,9999,5.88,1,644.66,1,1,5,9999,1,9999,9999,0,1
27159,483,12,4,65,9999,9999,1,4,1,0,9999,23.28,9999,644.4051,9999,0,9999,4,10,0,9999,1,0
27165,484,12,1,65,0,9999,1,4,0,0,1,8.04,1,741.3055,9999,1,8,2,3,9999,9999,0,1
27192,485,12,1,65,9999,9999,1,7,1,0,9999,19.08,9999,580.194,9999,0,9999,4,10,9999,9999,1,0
27196,485,12,1,65,1,0,9999,8,9999,9999,9999,5.4,1,579.9646,0,1,5,9999,3,9999,9999,0,0
27198,485,12,1,65,1,9999,1,6,0,0,9999,11.64,3,579.9646,9999,1,11,2,3,9999,9999,0,1
27199,485,12,1,65,1,9999,1,5,0,0,9999,10.68,1,580.194,9999,1,10,2,3,9999,9999,0,1
27200,485,12,1,65,9999,9999,1,4,0,0,9999,22.08,9999,580.194,9999,0,9999,3,9,0,9999,1,0
27213,483,12,3,65,0,9999,1,8,0,0,9999,23.04,1,644.4051,9999,1,7,2,9,0,9999,1,0
27216,486,12,4,65,0,0,9999,6,9999,9999,9999,2.16,1,672.2316,0,1,2,9999,8,9999,9999,1,0
27218,486,12,4,65,0,9999,1,8,0,0,1,8.52,1,672.2316,9999,1,8,1,3,9999,9999,0,1
27258,482,12,4,65,0,9999,1,5,0,0,9999,20.88,1,651.5499,9999,1,20,3,10,0,9999,1,0
27265,487,12,4,65,1,9999,1,8,0,0,9999,23.64,2,626.0795,9999,1,1,3,10,0,9999,1,0
27268,487,12,4,65,0,9999,1,8,0,0,9999,21.96,1,626.0795,9999,1,21,2,6,1,9999,0,1
27270,487,12,4,65,1,9999,9999,9,9999,9999,9999,2.04,1,625.8319,9999,1,2,9999,9999,9999,9999,9999,9999
27290,484,12,2,65,0,9999,0,5,0,0,0,8.4,1,598.7103,9999,1,8,0,1,9999,9999,0,0
